date,recapture,LU,species,sex,wing photo,Bm (g),FA (mm),tailL (mm),earL (mm),HF (mm),TL (mm),Wing area cm2,Wingspan (cm),Wing loading,Aspect ratio
06/07/2016,0.00,LU3,Sturnira lillium,M,225230392,21.7,42.89,0,13.5,26.08,62.84,145.8,30.8,1.46006172839506,6.50644718792867
07/07/2016,0.00,LU1,Artibeus lituratus,F,200547291,67.2,74.52,0,16,42.2,102.1,411.6,53.6,1.60163265306122,6.97998056365403
07/07/2016,0.00,LU1,Artibeus planirostris,M,185925209,50.8,62.5,0,19,38.92,84.24,310.4,44.6,1.60550257731959,6.40837628865979
07/07/2016,0.00,LU1,Artibeus planirostris,F,193929867,59.2,67.46,0,18.5,41.22,90.86,321.2,47.8,1.8080697384807,7.1134495641345
07/07/2016,0.00,LU1,Artibeus planirostris,F,194437093,49.5,65.76,0,16.5,38.8,88.74,345.2,47.4,1.40670625724218,6.50857473928158
07/07/2016,0.00,LU1,Artibeus planirostris,M,195724929,40.9,61.96,0,18,35.42,79.54,279.6,43.8,1.43501072961373,6.86137339055794
07/07/2016,0.00,LU1,Artibeus planirostris,F,205032969,55.9,66.66,0,20,42.36,89.6,338.4,48,1.62050531914894,6.80851063829787
07/07/2016,0.00,LU1,Artibeus planirostris,F,220015338,56.4,64.9,0,17.5,38.82,88.76,331.6,46.2,1.66852834740651,6.43679131483715
07/07/2016,0.00,LU1,Carollia perspicillata,F,223929771,17.8,42.64,7.5,15.5,30.86,68.36,170.2,32.2,1.02595769682726,6.09189189189189
07/07/2016,0.00,LU1,Phyllostomus discolor,F,193502094,34.7,64.68,13,13,38.92,94.5,250.4,41.2,1.35945287539936,6.77891373801917
07/07/2016,0.00,LU1,Phyllostomus discolor,M,201241988,34.15,66.06,7,19.5,35.22,86.46,276.6,44.8,1.21117678958785,7.25610990600145
08/07/2016,0.00,LU5,Artibeus planirostris,F,190941374,58.9,65.44,0,19.5,40.26,84.2,323.8,46.2,1.78446263125386,6.59184681902409
08/07/2016,0.00,LU5,Artibeus planirostris,F,194024153,42.2,65.8,0,18,41.58,81.2,312.6,45.6,1.32431861804223,6.65182341650672
08/07/2016,0.00,LU5,Artibeus planirostris,F,203343813,51.7,63.54,0,15.5,38.3,87.86,298,43.2,1.70193624161074,6.26255033557047
08/07/2016,0.00,LU5,Artibeus planirostris,M,NA,51.3,65.54,0,18.5,37.16,81.56,336.6,47.4,1.49510695187166,6.67486631016043
08/07/2016,0.00,LU5,Carollia castanea,F,184630788,10.9,36.64,6,14.5,26.62,55.1,126.2,27,0.84729793977813,5.77654516640254
08/07/2016,0.00,LU5,Carollia castanea,F,190351206,11.2,35.56,8,13.5,25.64,58.84,123.6,26.6,0.888932038834951,5.72459546925566
08/07/2016,0.00,LU5,Carollia perspicillata,F,193015024,16.6,40.88,7,16,30.24,64.52,139.6,29,1.16651862464183,6.0243553008596
08/07/2016,0.00,LU5,Carollia perspicillata,M,193435219,20.3,42.26,7,17,30.7,66.36,159.4,30.4,1.2493287327478,5.79774153074028
08/07/2016,0.00,LU5,Carollia perspicillata,M,195518483,15.4,40.56,6,15,31.48,62.06,157.2,31.2,0.961030534351145,6.19236641221374
08/07/2016,0.00,LU5,Carollia perspicillata,M,200136267,15.8,42.42,7,16,30.46,65.46,152,30.2,1.01972368421053,6.00026315789474
08/07/2016,0.00,LU5,Carollia perspicillata,M,203913645,17,41.46,6,14.5,29.86,63.82,171,31.2,0.975263157894737,5.69263157894737
08/07/2016,0.00,LU5,Carollia perspicillata,M,212833638,17.2,41.3,7,18,30.02,66.14,145.4,27.4,1.16046767537827,5.16341127922971
08/07/2016,0.00,LU5,Carollia perspicillata,M,213543627,14.2,42.48,6,16.5,30.78,62.38,140.4,28.6,0.992179487179487,5.82592592592593
08/07/2016,0.00,LU5,Carollia perspicillata,F,NA,16.3,42.68,7,16.5,29.64,61.54,150.2,29.8,1.06460053262317,5.91238348868176
08/07/2016,0.00,LU5,Phyllostomus elongatus,F,202820678,40.9,67.84,14,23,42.98,93.7,322.6,46.1,1.24373527588345,6.58775573465592
08/07/2016,0.00,LU3,Glossophaga soricina,F,123215424,8.2,35.26,11.5,10.8,22.52,63.3,84,24.2,0.957642857142857,6.97190476190476
